year,mileage,tax,mpg,engineSize,price
2018,9813,145,64.2,1.1,9999
2014,43016,20,67.3,1.6,7000
2016,85259,125,56.5,2.0,12940
2016,75929,0,78.5,1.5,7989
2013,52135,0,85.6,1.6,5949
2016,88393,30,64.2,2.0,8640
2017,51318,20,67.3,2.0,10440
2016,75386,0,78.5,1.5,6940
2018,13614,145,64.2,1.1,9999
2018,2398,145,64.2,1.1,9299
2018,16582,145,41.5,2.0,15999
2016,31530,125,53.3,1.0,8499
2018,1298,145,51.4,1.5,15999
2014,47772,145,53.3,2.0,8999
2017,15555,145,58.9,1.0,10999
2018,10374,145,61.4,1.0,10999
2014,29192,160,44.8,1.6,8940
2014,69000,20,67.3,1.6,6840
2015,78000,20,67.3,1.6,5750
2015,29194,0,65.7,1.0,8845
2014,51438,0,65.7,1.0,6995
2013,62774,150,47.1,1.4,5495
2016,52821,0,74.3,1.5,8497
2016,89827,0,74.3,1.5,8470
2012,87611,200,42.8,1.6,5270
2017,16697,0,78.5,1.5,9640
2014,30000,0,65.7,1.0,7340
2014,32000,0,65.7,1.0,6940
2013,69000,30,56.5,1.0,5749
2017,30452,125,51.4,1.0,11333
2016,27705,0,65.7,1.0,8795
2008,76517,150,47.9,1.6,3995
2016,69778,0,74.3,1.5,8695
2016,79265,30,64.2,2.0,8995
2015,14653,0,65.7,1.0,8288
2015,97000,30,65.7,2.0,8794
2016,112000,20,67.3,2.0,6993
2018,10230,145,58.9,1.0,11997
2017,33866,125,52.3,1.0,8697
2018,28247,145,62.8,1.0,10497
2017,20540,160,48.7,2.0,19997
2016,25286,0,74.3,1.5,9797
2014,49195,30,57.7,1.2,4490
2012,82773,145,53.3,2.0,4190
2015,16796,160,44.1,1.6,7890
2015,59498,125,60.1,2.0,10488
2014,53987,0,65.7,1.0,6988
2016,17543,160,44.8,1.5,8688
2017,37287,150,74.3,1.5,10990
2014,67401,205,45.6,2.0,9970
2017,27503,145,52.3,2.0,17970
2013,47421,165,48.7,2.0,8470
2018,37349,150,74.3,1.5,11970
2019,404,145,47.9,1.5,15970
2016,10121,145,52.3,2.0,19970
2013,99900,150,52.3,1.6,6470
2012,39125,200,47.1,2.0,10997
2017,24138,145,62.8,1.0,9797
2017,12255,20,60.1,1.0,11797
2010,113000,160,50.4,2.0,3692
2017,111000,20,67.3,2.0,7391
2016,127000,30,64.2,2.0,6991
2015,130000,20,68.9,2.0,6893
2010,130000,145,53.3,2.0,2694
2015,90000,20,68.9,2.0,7991
2010,113000,165,50.4,2.0,3692
2015,128000,150,54.3,2.0,7991
2016,132000,30,62.8,2.0,7992
2015,128000,145,54.3,2.0,7991
2015,100000,20,68.9,2.0,7792
2017,114000,30,65.7,2.0,7793
2015,130000,30,65.7,2.0,6793
2014,132000,30,61.4,2.0,5393
2015,142000,20,68.9,2.0,6391
2015,123000,125,60.1,2.0,7992
2015,130000,30,65.7,2.0,6793
2015,110000,20,67.3,2.0,6391
2016,100000,20,70.6,2.0,7793
2017,96000,150,54.3,2.0,12491
2015,138000,20,68.9,2.0,6793
2007,135391,205,46.3,2.2,1795
2015,50460,150,47.9,1.6,9495
2018,19398,150,61.4,2.0,18490
2013,55865,235,39.2,2.0,10899
2011,92737,20,68.9,1.4,3249
2014,41076,0,65.7,1.0,6949
2017,102000,150,65.7,1.0,7393
2016,106000,20,70.6,2.0,7793
2016,117000,150,52.3,2.0,10792
2016,128000,0,78.5,1.5,7492
2015,130000,20,68.9,2.0,6793
2015,100000,20,68.9,2.0,7792
2016,105000,0,78.5,1.5,7792
2007,108475,160,45.6,1.4,1295
2008,118000,30,62.8,1.4,1495
2016,94799,30,64.2,2.0,8795
2015,90000,20,68.9,2.0,7991
2016,108000,30,65.7,2.0,8793
2018,5603,145,48.7,1.0,15900
2014,54486,0,65.7,1.0,6450
2019,3914,145,60.1,1.0,15500
2011,77543,20,67.3,1.6,4899
2011,67532,30,57.7,1.2,2890
2019,12950,150,58.9,1.5,11990
2016,14113,20,64.2,1.5,9999
2018,14952,145,51.4,1.0,12539
2017,17613,145,62.8,1.0,10069
2017,23500,20,62.8,1.0,9739
2018,28568,145,74.3,1.5,12089
2016,13475,0,78.5,1.5,10399
2016,12825,125,60.1,2.0,12999
2017,35369,125,56.5,2.0,17999
2016,25388,0,78.5,1.5,8240
2016,16300,20,60.1,1.0,10795
2016,128000,0,78.5,1.5,7492
2015,114000,0,74.3,1.5,5492
2015,110000,20,67.3,2.0,6391
2017,96000,145,54.3,2.0,12491
2015,109000,145,54.3,2.0,8391
2010,140000,145,53.3,2.0,3493
2016,134000,20,67.3,2.0,6992
2015,138000,20,68.9,2.0,6793
2015,130000,0,78.5,1.5,5991
2013,49372,200,45.6,2.0,9921
2016,17079,125,54.3,1.2,7548
2014,31876,0,65.7,1.0,7299
2015,58592,0,78.5,1.5,7499
2014,39197,30,61.4,1.6,7470
2017,15073,145,54.3,2.0,18849
2017,26570,145,47.9,1.6,11799
2018,34500,145,45.6,2.0,13999
2018,7873,145,80.7,1.5,15999
2016,65920,0,74.3,1.5,8999
2014,45379,145,47.9,1.6,8649
2017,22436,145,51.4,1.0,11599
2015,69894,20,68.9,2.0,9361
2016,65799,0,78.5,1.5,9362
2019,4146,145,47.9,1.5,18999
2016,62664,0,74.3,1.5,9499
2015,29469,145,47.9,1.6,9999
2015,40807,200,41.5,2.0,13084
2016,54955,0,78.5,1.5,9999
2016,11313,20,64.2,1.5,10999
2012,61350,0,68.9,1.6,4852
2019,8978,145,45.6,1.5,17623
2016,19519,0,65.7,1.0,9907
2016,45018,0,65.7,1.0,7935
2018,18639,145,62.8,1.0,11913
2013,41148,0,65.7,1.0,6913
2016,48628,20,67.3,2.0,13815
2017,16613,145,62.8,1.0,10999
2010,33563,30,55.4,1.2,3995
2017,46210,145,54.3,2.0,15995
2015,39772,20,67.3,2.0,12787
2017,35495,125,56.5,2.0,17999
2016,7973,0,65.7,1.0,8699
2016,32780,0,65.7,1.0,7147
2014,42020,0,65.7,1.0,6934
2016,14063,0,65.7,1.0,9999
2013,27550,30,54.3,1.2,6540
2016,19453,0,78.5,1.5,8244
2016,33190,20,67.3,1.5,9545
2016,21000,235,36.7,2.3,22499
2013,32482,160,44.1,1.6,6992
2016,32151,30,64.2,1.5,9834
2017,22431,145,67.3,2.0,17098
2016,22517,20,68.9,1.5,8599
2018,39993,145,45.6,2.0,13999
2013,9595,160,44.1,1.6,7349
2016,33230,125,52.3,2.0,14331
2016,30380,0,74.3,1.5,9491
2016,33196,160,44.8,1.5,8199
2014,46314,30,54.3,1.2,5899
2014,29639,30,54.3,1.2,7132
2017,17468,0,78.5,1.5,10449
2015,32508,20,68.9,2.0,11275
2017,52492,145,50.4,1.5,12499
2016,18328,0,88.3,1.5,9299
2016,32268,0,65.7,1.0,8105
2017,39967,145,54.3,2.0,16399
2017,29435,145,54.3,1.2,7763
2014,40402,235,39.2,2.0,11318
2014,60918,0,65.7,1.0,6790
2019,5310,145,46.3,1.5,19000
2016,22607,0,65.7,1.0,9995
2014,40150,30,57.7,1.2,3918
2014,33872,150,47.9,1.6,9293
2012,41485,0,76.4,1.6,4431
2016,45000,125,60.1,2.0,13919
2018,31620,145,58.9,1.5,10999
2018,15250,145,57.7,1.0,13449
2017,19913,145,47.1,1.4,8399
2017,13000,145,41.5,2.0,18199
2017,26973,145,57.7,1.0,11999
2019,3095,145,64.2,2.0,18700
2016,22502,0,65.7,1.0,7825
2019,1786,145,58.9,1.0,15510
2017,20621,145,57.7,1.0,12012
2017,39888,125,52.3,1.0,9893
2019,20059,145,40.3,1.5,14652
2015,46243,0,78.5,1.5,7511
2019,3521,145,64.2,2.0,17999
2016,22188,200,47.9,2.0,19900
2016,15543,125,54.3,1.2,7891
2014,41976,160,44.1,1.6,7376
2016,19648,0,65.7,1.0,8344
2015,50332,125,51.4,1.5,9610
2016,45690,30,64.2,1.5,9709
2014,26822,0,65.7,1.0,7731
2015,23742,0,74.3,1.5,10295
2017,32910,125,56.5,2.0,17999
2018,30295,145,65.7,1.0,10999
2018,21632,145,35.3,2.3,25000
2016,19659,0,74.4,1.5,9186
2017,23016,145,51.4,1.5,12295
2017,13671,145,60.1,1.0,10999
2017,16853,145,57.7,1.0,12120
2018,17330,145,74.3,1.5,12499
2015,60482,0,74.3,1.5,7899
2017,20310,145,74.3,1.5,11999
2016,19664,200,41.5,2.0,15749
2019,3252,145,64.2,2.0,17699
2019,6937,145,40.3,1.5,16399
2017,25438,0,65.7,1.0,9360
2017,2481,145,60.1,1.0,11500
2018,9377,145,51.4,1.5,13999
2018,22688,145,57.7,1.0,12204
2017,36608,145,74.3,1.5,11389
2016,13967,30,64.2,1.5,10799
2016,31309,20,60.1,1.0,9499
2019,1520,145,64.2,2.0,19500
2017,34040,0,74.3,1.5,9995
2018,29462,145,45.6,2.0,14399
2013,66471,30,54.3,1.2,5448
2019,12689,145,39.2,1.5,16399
2017,17378,145,65.7,1.0,9499
2017,16644,145,60.1,2.0,16999
2014,60002,145,47.9,1.6,8299
2016,49470,0,74.3,1.5,8899
2018,6207,145,49.6,1.0,12899
2016,33883,125,56.5,2.0,14999
2016,27589,20,64.2,1.5,9770
2017,24449,30,58.9,1.5,10249
2016,22292,145,47.9,1.6,11127
2017,65853,160,48.7,2.0,16999
2016,12249,30,64.2,1.5,10799
2016,39296,30,64.2,1.5,10699
2018,14082,145,57.7,1.0,13799
2016,53717,30,64.2,2.0,10185
2017,11035,145,41.5,2.0,16051
2016,21018,0,74.3,1.5,10210
2019,7096,145,43.5,1.2,10998
2015,39329,165,45.6,1.5,10599
2012,69000,145,47.9,1.6,5299
2012,124000,30,65.7,1.6,3499
2012,59000,145,47.9,1.6,5499
2005,63000,270,35.3,1.6,1999
2012,74000,20,68.9,1.2,3499
2012,126000,125,56.5,2.0,3899
2015,42277,125,60.1,2.0,10495
2015,34263,0,88.3,1.5,7699
2015,55686,0,67.3,2.0,11999
2017,25595,145,47.9,1.6,11128
2018,30555,145,58.9,1.5,10799
2017,17339,145,64.2,1.5,14799
2015,25627,0,78.5,1.5,10999
2016,21297,20,62.8,1.0,8825
2016,40003,20,62.8,1.0,7175
2016,22421,0,78.5,1.5,6800
2019,5532,145,48.7,1.0,18498
2015,71500,20,61.4,1.0,6499
2019,95,145,48.7,1.0,17999
2017,31120,145,57.7,1.0,8499
2017,18800,145,57.7,1.2,7999
2018,7916,150,43.5,1.2,9599
2018,16908,150,54.3,1.0,13999
2017,25000,150,65.7,1.0,10499
2020,1000,150,49.6,1.0,22998
2017,44000,150,60.1,2.0,12999
2019,2296,145,43.5,1.2,10998
2019,15000,145,60.1,1.0,15999
2019,4660,145,60.1,1.0,16799
2015,34772,125,54.3,1.2,6999
2017,8146,145,65.7,1.0,10999
2019,8340,145,60.1,1.0,15999
2019,6177,145,58.9,1.0,14999
2019,4152,145,60.1,1.0,16998
2019,10050,145,60.1,1.0,14499
2019,10464,145,58.9,1.0,14998
2017,20007,0,57.7,1.0,11999
2020,2985,145,34.5,2.3,28998
2019,12030,145,42.2,2.0,19998
2016,15001,30,55.4,1.0,8499
2017,18916,145,65.7,1.0,9999
2017,31803,145,65.7,1.0,10499
2016,30900,0,65.7,1.0,7999
2014,42368,200,47.9,2.0,10999
2019,9829,150,58.9,1.5,13399
2016,17330,0,65.7,1.0,9699
2019,5700,145,50.4,1.5,17499
2019,804,145,48.7,1.0,18200
2017,15100,160,44.8,1.5,16499
2018,4443,145,48.7,1.5,15999
2016,23998,20,62.8,1.0,10414
2017,17303,125,51.4,1.0,12999
2017,28493,235,38.2,1.5,16749
2018,17515,145,41.5,2.0,18681
2017,8727,125,51.4,1.0,13249
2010,25490,150,60.1,1.5,15999
2018,15608,150,54.3,1.0,12999
2017,29127,150,65.7,1.0,8999
2018,12000,150,64.2,1.1,9999
2013,62000,0,57.7,1.0,6999
2014,61686,0,65.7,1.0,5999
2017,12412,145,65.7,1.0,8499
2017,13759,145,52.3,1.0,9999
2017,25000,30,55.4,1.0,8999
2017,34844,145,47.9,1.6,10999
2015,16186,165,44.8,1.6,9933
2011,127544,150,47.9,1.6,3999
2017,42787,150,65.7,1.0,8444
2017,22766,20,60.1,1.0,11211
2017,25000,150,74.3,1.5,10483
2009,128046,240,44.1,2.0,4352
2017,45709,150,46.3,1.5,10999
2017,38600,30,64.2,2.0,12222
2011,50425,30,57.7,1.2,3888
2019,5691,145,47.9,2.0,19710
2019,12014,150,60.1,1.0,17999
2015,37216,165,44.1,1.6,7299
2019,17984,150,62.8,2.0,17999
2011,18233,200,42.8,1.2,5999
2017,28907,125,54.3,1.2,7999
2015,21718,20,67.3,2.0,13583
2016,45962,160,45.6,1.5,12918
2018,21023,145,60.1,1.0,11499
2017,52835,150,51.4,2.0,17986
2017,28177,150,54.3,2.0,17998
2013,32966,30,57.7,1.2,3999
2019,2554,150,47.9,2.0,20499
2019,999,145,45.6,1.0,15999
2016,57815,125,60.1,2.0,10299
2017,26476,125,57.7,2.0,14999
2012,39620,125,50.4,1.2,4699
2019,10678,150,52.3,1.0,16999
2016,18485,20,68.9,1.5,9399
2020,49,145,43.5,2.0,32999
2019,2698,150,58.9,1.0,14299
2019,3205,145,45.6,1.0,16499
2015,20966,0,57.7,1.0,9299
2020,15,150,53.3,1.0,17499
2019,4216,150,58.9,1.0,14299
2019,9033,150,55.4,1.0,14499
2019,3572,145,70.6,2.0,20499
2019,1274,145,38.7,2.0,25499
2019,5556,145,47.9,2.0,19499
2017,12843,30,64.2,1.5,12999
2014,78767,150,47.9,1.6,5299
2017,30825,150,61.4,1.0,9499
2019,5826,145,60.1,1.0,16498
2020,3952,150,50.4,1.0,20999
2020,1977,150,49.6,1.0,22999
2019,8140,150,60.1,1.0,17499
2017,42632,150,74.3,1.5,10999
2015,56308,150,54.3,2.0,10999
2018,21384,145,54.3,1.0,11999
2016,51976,20,61.4,1.0,7999
2019,8706,150,80.7,1.5,15999
2017,24234,150,64.2,1.5,13499
2014,61008,30,57.7,1.2,3999
2010,60466,160,51.4,2.0,3699
2011,61437,30,57.7,1.2,3299
2015,31141,125,52.3,1.0,7599
2015,89770,20,67.3,1.6,6395
2017,29000,150,44.8,1.5,9495
2017,23624,0,74.3,1.5,11299
2019,9772,145,58.9,1.0,14999
2016,26759,160,44.8,1.5,10499
2019,9023,145,60.1,1.0,14499
2018,26898,145,57.7,1.0,11999
2017,17453,125,53.3,1.0,9999
2017,33460,20,60.1,1.0,8999
2017,19249,145,47.9,1.6,9999
2019,3765,145,55.4,1.0,15499
2018,14498,145,54.3,1.5,14999
2017,27354,125,61.4,1.5,11499
2018,9804,145,65.7,1.0,14299
2019,10265,145,42.2,2.0,21499
2016,24904,125,56.5,2.0,11699
2019,4985,145,42.2,2.0,24999
2017,18386,30,55.4,1.0,11499
2016,16218,0,88.3,1.5,9299
2019,11112,145,53.3,2.0,25999
2019,4266,145,58.9,1.0,14499
2019,4185,145,47.9,2.0,19999
2017,13625,0,65.7,1.0,10499
2016,89206,125,57.7,2.0,10000
2012,67226,30,56.5,1.0,4699
2013,67311,205,47.9,2.0,9500
2019,17354,145,74.3,1.5,15124
2017,46502,145,54.3,2.0,13999
2009,43000,30,55.4,1.2,3250
2018,18894,145,62.8,1.0,12495
2017,13759,145,54.3,1.2,8995
2015,56005,30,55.4,1.0,6995
2017,10228,30,57.7,1.0,9895
2019,11804,145,49.6,2.0,21699
2019,5834,145,50.4,2.0,23999
2016,11264,20,62.8,1.0,10999
2019,10222,145,74.3,1.5,17998
2019,4267,145,51.4,1.0,18699
2019,4340,145,45.6,1.0,16499
2017,21973,145,68.9,1.5,9999
2019,13994,145,53.3,1.0,14999
2015,8161,0,65.7,1.0,10299
2013,43181,0,65.7,1.0,6500
2016,37695,0,74.3,1.5,8500
2013,45787,30,54.3,1.2,5799
2015,45500,0,78.5,1.5,8299
2016,32792,125,56.5,2.0,14499
2013,51338,30,61.4,1.6,5699
2015,19498,0,74.3,1.5,10000
2015,88570,145,49.6,2.0,8199
2014,55632,160,47.1,2.0,8000
2014,63958,145,47.9,1.6,8000
2015,41896,125,54.3,1.2,6495
2015,30760,115,58.9,1.6,10995
2018,15393,145,54.3,2.0,17995
2015,26220,0,57.7,1.0,7995
2017,46282,20,61.4,1.0,8211
2015,9467,0,65.7,1.0,8999
2016,53930,150,52.3,2.0,13487
2015,30970,150,52.3,2.0,12434
2017,50526,0,74.3,1.5,10587
2017,11590,150,38.2,1.5,14555
2014,42012,0,65.7,1.0,5999
2012,72279,145,47.9,1.6,4499
2019,10555,145,55.4,1.0,14598
2019,5759,145,48.7,1.0,14299
2019,8910,145,48.7,1.0,15999
2015,45343,30,61.4,1.6,7799
2015,30555,20,67.3,2.0,13499
2014,62350,200,47.9,2.0,9599
2017,31976,30,61.4,2.0,13299
2018,30375,145,68.9,1.5,9999
2014,65929,145,47.9,1.6,8399
2015,56109,145,47.9,1.6,8749
2018,13883,145,58.9,1.0,14199
2014,39381,0,65.7,1.0,6561
2017,16813,0,57.7,1.0,9078
2012,52762,150,48.7,1.4,4490
2011,108343,205,47.1,2.0,5990
2016,64384,0,78.5,1.5,6490
2017,8629,145,54.3,1.0,12495
2017,29358,0,65.7,1.0,10600
2018,2299,145,54.3,1.5,15299
2019,9004,145,60.1,1.0,15699
2019,4857,145,60.1,1.0,15999
2019,9000,145,43.5,1.2,9699
2019,13211,145,31.0,1.5,20499
2019,2000,145,51.4,1.0,17999
2017,23319,30,64.2,1.5,9599
2017,66210,145,88.3,1.5,8000
2016,95150,30,62.8,2.0,9195
2015,102940,0,67.3,2.0,9795
2016,61190,0,78.5,1.5,9000
2016,74000,145,52.3,2.0,12295
2015,49450,0,76.4,1.5,6000
2015,76890,0,74.3,1.5,7000
2013,97930,145,47.9,1.6,4500
2016,16505,125,53.3,1.0,9600
2014,35712,235,39.2,2.0,14800
2018,18961,145,58.9,1.5,12999
2017,13660,145,47.9,1.6,10999
2017,13182,145,64.2,1.5,16199
2012,69382,555,27.4,2.5,8150
2016,18086,20,60.1,1.0,8999
2016,30409,20,68.9,1.5,11000
2019,15825,150,60.1,1.0,16300
2016,32290,0,65.7,1.0,7695
2015,54429,125,58.9,1.6,10499
2014,31124,30,54.3,1.2,6000
2017,17852,145,62.8,1.0,10299
2016,90378,0,74.3,1.5,6299
2015,67375,0,78.5,1.5,5500
2013,64231,0,65.7,1.0,5299
2016,42026,125,53.3,1.0,8700
2018,14766,150,64.2,1.5,15500
2017,29004,150,54.3,2.0,15400
2017,15627,165,44.1,1.6,10500
2017,15375,145,57.7,1.0,11768
2017,28333,145,60.1,1.0,11799
2017,32253,145,67.3,2.0,16499
2016,51244,125,60.1,2.0,14199
2015,15107,0,65.7,1.0,7999
2018,10834,145,57.7,1.0,13000
2017,28346,145,64.2,1.5,12000
2014,25766,30,57.7,1.2,5500
2013,29845,0,65.7,1.0,7500
2017,29725,125,60.1,2.0,16000
2016,20387,0,65.7,1.0,8200
2015,31994,0,76.4,1.5,7500
2017,13550,145,65.7,1.0,11300
2019,8000,150,88.3,1.5,12798
2019,1088,145,45.6,1.0,16998
2019,20,150,45.6,1.0,18999
2018,21851,150,64.2,1.5,15299
2017,12052,150,54.3,1.2,8999
2015,41886,30,54.3,1.2,5999
2020,2000,150,51.4,1.0,20999
2019,5674,150,48.7,1.0,13998
2017,24242,150,54.3,2.0,16999
2014,28543,30,54.3,1.2,6299
2018,30737,145,65.7,1.0,10200
2019,18331,145,60.1,1.0,13200
2013,39315,0,78.5,1.6,7200
2016,30612,0,65.7,1.0,8800
2019,21480,145,38.2,2.0,16600
2019,9193,145,55.4,2.0,21000
2013,29624,20,67.3,1.6,6999
2016,12499,165,44.1,1.6,9499
2017,14710,145,60.1,2.0,15299
2018,30284,145,64.2,1.1,9700
2016,26545,30,64.2,1.5,12500
2013,17427,30,57.7,1.2,5300
2017,14577,145,65.7,1.0,11300
2017,45032,0,78.5,1.5,12000
2017,27415,125,60.1,2.0,16500
2019,14620,145,60.1,1.0,12000
2018,38902,145,56.5,1.0,10100
2018,29783,145,56.5,1.0,10800
2017,11518,145,52.3,1.0,10500
2015,48153,0,74.3,1.5,9400
2015,33496,0,74.3,1.5,9500
2016,26088,20,68.9,1.5,9999
2017,16001,145,57.7,1.2,7699
2016,16060,0,78.5,1.5,8299
2013,41048,20,58.9,1.0,6499
2017,18518,160,44.8,1.5,9299
2019,2121,145,51.4,1.0,16998
2018,21718,145,62.8,1.0,12799
2012,25797,145,48.7,1.6,6499
2019,5568,145,60.1,1.0,16998
2019,6564,145,58.9,1.0,14998
2019,7126,145,62.8,1.0,13998
2019,3520,145,39.2,1.5,19698
2019,12831,145,65.7,1.0,12498
2014,45310,20,60.1,1.0,7299
2016,4189,125,54.3,1.2,7499
2018,20254,145,60.1,1.0,10999
2018,23624,145,54.3,1.0,14999
2017,9936,145,65.7,1.0,9699
2017,27064,145,48.7,1.5,13499
2020,2500,150,50.4,1.0,21999
2017,39904,20,61.4,1.0,9299
2019,861,145,45.6,1.0,17299
2019,9333,145,47.9,2.0,20799
2019,1519,150,48.7,1.0,14999
2016,10360,20,64.2,1.5,11299
2015,9181,0,65.7,1.0,8999
2013,58873,125,60.1,1.6,6799
2015,46301,0,74.3,1.5,8499
2019,9921,145,58.9,1.0,12999
2019,442,150,56.5,1.0,14799
2018,11386,150,54.3,2.0,20999
2019,7463,145,53.3,1.0,13799
2018,18227,145,80.7,1.5,12399
2019,2889,145,43.5,1.2,10999
2017,22017,160,48.7,2.0,18999
2017,26213,0,78.5,1.5,7999
2018,18678,145,54.3,1.0,11699
2019,7550,145,29.1,1.5,21999
2018,1715,145,45.6,1.0,13799
2019,5153,145,60.1,1.0,15999
2019,3409,145,55.4,1.1,11999
2019,6195,145,60.1,1.0,15699
2016,48792,145,52.3,2.0,11899
2019,308,145,47.9,1.2,10499
2019,935,145,45.6,1.0,16399
2017,30510,150,54.3,1.2,8199
2019,1524,150,51.4,1.0,17799
2018,14089,145,38.2,1.5,19999
2019,6083,150,37.2,2.0,21799
2017,35654,125,61.4,1.5,11000
2017,19678,160,44.1,1.6,8400
2017,32315,145,44.1,2.0,22000
2017,23255,0,65.7,1.0,8300
2017,6746,20,60.1,1.0,11250
2016,12410,125,52.3,1.0,7999
2018,11581,145,55.4,1.0,13100
2016,21569,125,60.1,2.0,12000
2017,20000,20,68.9,1.5,10650
2017,12955,0,65.7,1.0,9700
2014,15589,30,54.3,1.2,7400
2017,25400,0,74.3,1.5,10400
2017,22071,240,38.2,1.5,13300
2017,17544,165,44.1,1.6,9400
2017,22965,125,51.4,1.0,10800
2016,31272,0,65.7,1.0,8200
2017,27878,0,74.3,1.5,11000
2015,34645,125,54.3,1.2,6995
2016,8311,0,74.3,1.5,10495
2017,7637,145,38.2,1.5,15995
2015,6600,160,44.8,1.5,9495
2017,14643,125,58.9,2.0,14995
2013,48704,0,65.7,1.0,6495
2018,15344,145,65.7,1.0,11495
2017,24773,160,45.6,1.5,12000
2016,38043,0,65.7,1.0,8300
2017,31295,200,47.9,2.0,19000
2017,22637,0,65.7,1.0,8500
2015,36500,150,47.9,1.6,10300
2019,10000,150,55.4,1.1,10700
2015,41904,20,60.1,1.0,8500
2017,14621,0,74.3,1.5,11000
2015,46935,20,60.1,1.0,8350
2017,19709,145,41.5,2.0,16500
2015,54803,20,60.1,1.0,7700
2017,47922,30,64.2,1.5,13500
2016,28860,145,52.3,2.0,15500
2018,12500,145,49.6,1.0,12500
2017,30933,145,60.1,1.0,10500
2015,18381,20,60.1,1.0,8300
2017,23300,20,60.1,1.0,9650
2017,34468,0,67.3,1.5,11500
2017,15000,160,45.6,1.5,12950
2017,8000,160,45.6,1.5,13000
2018,11173,150,56.5,1.0,12300
2016,25000,160,45.6,1.5,13250
2017,42500,145,67.3,1.5,11100
2019,7342,145,55.4,1.1,10900
2017,16284,160,45.6,1.5,12700
2016,27363,145,52.3,2.0,13100
2014,22311,0,57.7,1.0,9000
2016,17838,125,54.3,1.2,7600
2016,29550,145,47.9,1.6,10200
2019,12663,145,58.9,1.0,12600
2016,28407,30,58.9,1.5,9799
2017,17954,150,74.3,1.5,12199
2017,30791,150,38.2,1.5,14599
2019,433,150,45.6,1.0,16799
2017,24877,30,64.2,1.5,14999
2019,246,150,45.6,1.0,17399
2017,25535,125,60.1,2.0,14999
2015,50395,30,61.4,1.6,6999
2017,16255,20,68.9,1.6,10999
2017,12485,150,60.1,1.0,11999
2017,26825,150,44.1,1.6,9000
2017,44325,150,38.2,1.5,12200
2017,19690,150,45.6,1.5,12000
2017,25971,150,45.6,1.5,11700
2017,27970,150,60.1,2.0,13700
2017,24587,150,45.6,1.5,15000
2016,21844,30,55.4,1.0,9500
2016,23676,20,62.8,1.0,8500
2016,15000,0,65.7,1.0,8700
2014,26150,200,47.9,2.0,10200
2019,2410,150,53.3,1.0,15999
2019,8732,145,58.9,1.0,12999
2019,9307,145,58.9,1.0,12999
2019,6335,145,48.7,1.0,14199
2017,32849,145,54.3,2.0,17499
2016,36711,30,64.2,1.5,8299
2019,6967,145,48.7,1.0,14399
2016,10380,0,65.7,1.0,8799
2018,23598,145,53.3,2.0,17999
2016,21731,0,65.7,1.0,8200
2017,40000,0,74.3,1.5,10800
2017,14341,0,74.3,1.5,11200
2017,42200,145,54.3,2.0,15500
2016,27127,30,65.7,1.5,10000
2017,38181,165,45.6,1.5,13000
2017,26715,150,60.1,1.0,10700
2016,18000,240,38.2,1.5,15400
2016,27861,20,60.1,1.0,9800
2017,47760,150,54.3,2.0,16500
2017,25000,150,44.1,1.6,9400
2015,6693,165,44.8,1.6,10500
2016,32469,125,56.5,2.0,14800
2017,37052,125,54.3,1.2,6900
2017,59220,150,54.3,2.0,14800
2017,24000,165,45.6,1.5,14000
2015,31399,0,65.7,1.0,8700
2016,31543,165,45.6,1.5,14500
2017,43250,125,60.1,2.0,14500
2017,45000,165,45.6,1.5,10750
2017,24877,30,64.2,1.5,14999
2016,36142,165,48.7,2.0,19199
2019,5866,150,37.7,2.0,22599
2017,41445,150,56.6,1.5,13699
2020,183,150,55.4,1.0,15999
2015,24365,125,60.1,2.0,10499
2019,433,150,45.6,1.0,16799
2018,6150,150,65.7,1.0,11999
2017,40561,20,62.8,1.0,8999
2016,22998,20,64.2,1.5,9999
2016,12427,20,61.4,1.0,10200
2017,30884,20,67.3,2.0,15900
2016,22824,30,64.2,1.5,9800
2016,38638,0,74.3,1.5,10100
2016,13642,30,58.9,1.5,10500
2016,15903,125,51.4,1.0,10800
2016,19243,160,44.8,1.5,9850
2017,24891,125,52.3,1.0,10000
2016,36701,125,53.3,1.0,8400
2016,28746,160,48.7,2.0,19500
2017,47408,0,78.5,1.5,10700
2017,11896,125,52.3,1.0,10500
2018,12145,145,47.9,2.0,25500
2016,29512,0,65.7,1.0,7800
2016,29326,0,65.7,1.0,7900
2015,38379,0,74.3,1.5,9100
2017,14606,235,38.2,1.5,17700
2016,44264,0,65.7,1.0,7500
2016,29529,0,65.7,1.0,8200
2015,22321,20,68.9,2.0,11600
2016,12110,0,65.7,1.0,8700
2016,35500,20,62.8,1.0,8900
2017,41589,145,65.7,1.0,7995
2018,11562,145,57.7,1.2,8495
2017,24826,150,65.7,1.0,9995
2019,5551,150,48.7,1.0,15295
2017,46713,20,60.1,1.0,10295
2017,24449,150,60.1,1.0,10995
2017,12000,145,58.9,1.5,15600
2016,10000,160,44.1,1.6,10200
2014,14175,0,65.7,1.0,7900
2018,6808,145,38.2,1.5,20200
2017,20000,165,45.6,1.5,12000
2017,13353,165,45.6,1.5,14250
2017,8724,150,52.3,1.0,9450
2017,17000,150,44.1,1.6,9450
2017,27000,150,61.4,1.0,9650
2015,31593,125,60.1,2.0,10800
2015,48906,0,78.5,1.5,9300
2016,27241,20,62.8,1.0,8650
